,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
20,2021-08-30,sh.601628,36.8796777600,36.8796777600,35.6778960000,35.7905630400,36.8796777600,14314084,411957945.2400,1,0.068700,1,-2.953200,13.311061,1.714052,0.935474,907.963951,0
21,2021-08-31,sh.601628,35.5652289600,36.2787868800,35.1896721600,36.1035270400,35.7905630400,11833215,338205144.3600,1,0.056800,1,0.874400,13.427458,1.729040,0.943654,915.903474,0
0,2021-08-02,sh.601633,232.8355799600,245.6681455600,225.5512118400,240.4596336400,229.1367816400,52360431,3282330156.1400,1,0.861400,1,4.941500,76.003241,10.368816,4.526224,299.044255,0
1,2021-08-03,sh.601633,234.0056080000,240.4218908000,220.4559284400,223.1356700800,240.4596336400,40936742,2454926240.1200,1,0.673500,1,-7.204500,70.527572,9.621792,4.200132,277.499550,0
2,2021-08-04,sh.601633,222.6072703200,238.1573204000,218.9084720000,231.3636092000,223.1356700800,37285351,2291124420.1700,1,0.613400,1,3.687400,73.128217,9.976588,4.355008,287.732112,0
3,2021-08-05,sh.601633,228.3441820000,242.3090328000,219.3613860800,239.2518627600,231.3636092000,38498933,2366024191.5100,1,0.633400,1,3.409500,75.621495,10.316735,4.503490,297.542228,0
4,2021-08-06,sh.601633,241.7428902000,246.1588024800,233.9301223200,235.9682356800,239.2518627600,24771807,1564443386.6600,1,0.407600,1,-1.372500,74.583624,10.175143,4.441682,293.458591,0
5,2021-08-09,sh.601633,229.0235531200,229.5896957200,220.7956140000,226.5325256800,235.9682356800,27295184,1626152799.4400,1,0.449100,1,-3.998700,71.601233,9.768267,4.264071,281.724002,0
6,2021-08-10,sh.601633,226.7589827200,231.7032947600,210.0766474400,219.6633288000,226.5325256800,47011556,2715174825.3100,1,0.773400,1,-3.032300,69.430053,9.472062,4.134771,273.181222,0
7,2021-08-11,sh.601633,219.6633288000,220.3426999200,210.6805328800,216.6439016000,219.6633288000,28996291,1655580634.4000,1,0.477100,1,-1.374600,68.475688,9.341862,4.077936,269.426154,0
8,2021-08-12,sh.601633,214.9832166400,234.6094934400,212.1147608000,228.8725817600,216.6439016000,45248940,2696102853.4200,1,0.744400,1,5.644600,72.340866,9.869172,4.308119,284.634180,0
9,2021-08-13,sh.601633,224.0037554000,228.3441820000,219.4746146000,220.6068998000,228.8725817600,24314265,1432338425.2900,1,0.400000,1,-3.611500,69.728292,9.512749,4.152532,274.354681,0
10,2021-08-16,sh.601633,217.7007011200,224.7586122000,214.3793312000,217.8139296400,220.6068998000,24755649,1435459933.2300,1,0.407300,1,-1.266000,68.845504,9.392314,4.099959,270.881243,0
11,2021-08-17,sh.601633,215.5493592400,220.6068998000,205.6984780000,209.8124475600,217.8139296400,31146797,1749388800.6100,1,0.512400,1,-3.673500,66.316437,9.047284,3.949346,260.930311,0
12,2021-08-18,sh.601633,208.3404768000,210.7937614000,202.7922793200,205.2455639200,209.8124475600,25890590,1411875117.7900,1,0.426000,1,-2.176700,64.872960,8.850356,3.863382,255.250771,0
13,2021-08-19,sh.601633,208.3404768000,220.7956140000,205.6984780000,215.9267876400,205.2455639200,36355793,2068517474.8900,1,0.598100,1,5.204100,68.249026,9.310939,4.064437,268.534325,0
14,2021-08-20,sh.601633,214.3793312000,222.1166134000,209.1330764400,219.9275286800,215.9267876400,33631555,1921448317.6100,1,0.553300,1,1.852800,69.513560,9.483454,4.139744,273.509790,0
15,2021-08-23,sh.601633,220.0407572000,230.2313240000,215.0964451600,229.2122673200,219.9275286800,36820392,2183300404.7100,1,0.605800,1,4.221700,72.448232,9.883820,4.314513,285.056626,0
16,2021-08-24,sh.601633,228.1932106400,234.0056080000,222.3053276000,224.6076408400,229.2122673200,32110249,1946831767.1000,1,0.528300,1,-2.008900,70.992825,9.685265,4.227839,279.330146,0
17,2021-08-25,sh.601633,224.9850692400,238.3460346000,222.7959845200,231.0994093200,224.6076408400,30212207,1851275778.7800,1,0.497100,1,2.890300,73.044710,9.965195,4.350035,287.403543,0
18,2021-08-26,sh.601633,230.1935811600,233.8923794800,216.5684159200,219.9652715200,231.0994093200,33616348,1984954004.1200,1,0.553100,1,-4.817900,69.525489,9.485082,4.140455,273.556729,0
19,2021-08-27,sh.601633,218.8329863200,241.5541760000,217.7384439600,237.6666634800,219.9652715200,46796678,2905041587.8200,1,0.769900,1,8.047400,75.120454,10.248380,4.473652,295.570817,0
20,2021-08-30,sh.601633,241.4786903200,255.7832266800,236.4966354400,245.7058884000,237.6666634800,40558291,2649419212.9000,1,0.667300,1,3.382600,77.354443,10.137898,4.633225,192.435313,0
21,2021-08-31,sh.601633,245.6681455600,253.6318848000,240.4218908000,249.5556580800,245.7058884000,26564185,1734801941.9200,1,0.437000,1,1.566800,78.566448,10.296741,4.705819,195.450428,0
0,2021-08-02,sh.601658,5.1239289300,5.2979902100,5.0368982900,5.2653537200,5.1021712700,158369256,757782693.6900,1,1.404700,1,3.198300,6.846820,0.755472,1.534654,6.341219,0
1,2021-08-03,sh.601658,5.2327172300,5.3197478700,5.1892019100,5.2435960600,5.2653537200,115880361,559698283.7400,1,1.027800,1,-0.413200,6.818527,0.752351,1.528313,6.315016,0
2,2021-08-04,sh.601658,5.2871113800,5.3306267000,5.2435960600,5.2979902100,5.2435960600,87457271,425780417.2200,1,0.775700,1,1.037300,6.889259,0.760155,1.544167,6.380524,0
3,2021-08-05,sh.601658,5.2871113800,5.3632631900,5.2762325500,5.3088690400,5.2979902100,68724218,335971317.1100,1,0.609600,1,0.205300,6.903405,0.761716,1.547337,6.393626,0
4,2021-08-06,sh.601658,5.2871113800,5.3415055300,5.2218384000,5.3306267000,5.3088690400,86185433,418893819.6700,1,0.764400,1,0.409800,6.931698,0.764838,1.553679,6.419830,0
5,2021-08-09,sh.601658,5.3306267000,5.4829303200,5.3088690400,5.4394150000,5.3306267000,142525955,712525980.2800,1,1.264100,1,2.040800,7.073161,0.780447,1.585387,6.550846,0
6,2021-08-10,sh.601658,5.4502938300,5.5264456400,5.3741420200,5.4938091500,5.4394150000,136162888,683696463.6200,1,1.207700,1,1.000000,7.143892,0.788251,1.601241,6.616355,0
7,2021-08-11,sh.601658,5.5155668100,5.7984163900,5.5155668100,5.7766587300,5.4938091500,294859312,1551829701.4000,1,2.615300,1,5.148500,7.511697,0.828834,1.683681,6.956999,0
8,2021-08-12,sh.601658,5.7331434100,5.8092952200,5.7113857500,5.7331434100,5.7766587300,119214381,630684177.7900,1,1.057400,1,-0.753300,7.455111,0.822591,1.670998,6.904592,0
9,2021-08-13,sh.601658,5.7113857500,5.8528105400,5.6896280900,5.7984163900,5.7331434100,124812551,663979849.7100,1,1.107000,1,1.138500,7.539989,0.831956,1.690022,6.983202,0
10,2021-08-16,sh.601658,5.8636893700,5.8745682000,5.6896280900,5.7331434100,5.7984163900,131589409,698224765.8700,1,1.167100,1,-1.125700,7.455111,0.822591,1.670998,6.904592,0
11,2021-08-17,sh.601658,5.7222645800,5.7984163900,5.5917186200,5.6243551100,5.7331434100,124036807,646910517.1400,1,1.100200,1,-1.897500,7.313648,0.806982,1.639290,6.773575,0
12,2021-08-18,sh.601658,5.6461127700,5.8092952200,5.6243551100,5.7875375600,5.6243551100,188231843,993194222.8100,1,1.669500,1,2.901400,7.525843,0.830395,1.686851,6.970101,0
13,2021-08-19,sh.601658,5.7549010700,5.7657799000,5.5264456400,5.6025974500,5.7875375600,147238573,757920150.5200,1,1.305900,1,-3.195500,7.285356,0.803860,1.632948,6.747372,0
14,2021-08-20,sh.601658,5.6025974500,5.6352339400,5.4720514900,5.6243551100,5.6025974500,119196005,609151478.7800,1,1.057200,1,0.388300,7.313648,0.806982,1.639290,6.773575,0
15,2021-08-23,sh.601658,5.6025974500,5.6569916000,5.5482033000,5.5917186200,5.6243551100,79691206,409903398.5800,1,0.706800,1,-0.580300,7.271209,0.802299,1.629777,6.734270,0
16,2021-08-24,sh.601658,5.5590821300,5.6352339400,5.5155668100,5.5264456400,5.5917186200,110509669,565105680.9300,1,0.980200,1,-1.167300,7.186331,0.792934,1.610753,6.655660,0
17,2021-08-25,sh.601658,5.5264456400,5.5699609600,5.4611726600,5.4938091500,5.5264456400,93828531,474640520.9900,1,0.832200,1,-0.590600,7.143892,0.788251,1.601241,6.616355,0
18,2021-08-26,sh.601658,5.4829303200,5.5046879800,5.4067785100,5.4285361700,5.4938091500,76889556,385214032.9600,1,0.682000,1,-1.188100,7.059014,0.778886,1.582216,6.537745,0
19,2021-08-27,sh.601658,5.4176573400,5.4938091500,5.3958996800,5.4394150000,5.4285361700,73416341,367395240.2800,1,0.651200,1,0.200400,7.073161,0.780447,1.585387,6.550846,0
20,2021-08-30,sh.601658,5.4829303200,5.5264456400,5.3632631900,5.4285361700,5.4394150000,116976397,584573332.4700,1,1.037500,1,-0.200000,6.442901,0.779763,1.549519,1.492370,0
21,2021-08-31,sh.601658,5.4285361700,5.6569916000,5.4285361700,5.5917186200,5.4285361700,171674708,877050597.1300,1,1.522700,1,3.006000,6.636575,0.803203,1.596098,1.537231,0
0,2021-08-02,sh.601668,8.7804997000,8.9975457600,8.6621109400,8.9383513800,8.8002311600,208304193,934699944.2500,1,0.512500,1,1.569500,3.927272,0.630545,0.108220,7.146661,0
1,2021-08-03,sh.601668,8.8988884600,9.0764716000,8.8791570000,9.0764716000,8.9383513800,216283505,989932659.6700,1,0.532100,1,1.545300,3.987959,0.640288,0.109892,7.257095,0
2,2021-08-04,sh.601668,9.0370086800,9.0370086800,8.9383513800,8.9778143000,9.0764716000,130589740,594582946.9800,1,0.321300,1,-1.087000,3.944611,0.633329,0.108697,7.178214,0
3,2021-08-05,sh.601668,8.9383513800,9.1159345200,8.9383513800,9.0567401400,8.9778143000,169645081,777257508.2800,1,0.417400,1,0.879100,3.979289,0.638896,0.109653,7.241319,0
4,2021-08-06,sh.601668,9.0370086800,9.0370086800,8.9383513800,8.9778143000,9.0567401400,104286701,474317336.5100,1,0.256600,1,-0.871500,3.944611,0.633329,0.108697,7.178214,0
5,2021-08-09,sh.601668,8.9580828400,9.2343232800,8.9186199200,9.1751289000,8.9778143000,220239811,1021507145.9300,1,0.541900,1,2.197800,4.031306,0.647248,0.111086,7.335977,0
6,2021-08-10,sh.601668,9.1356659800,9.1751289000,9.0764716000,9.1751289000,9.1751289000,119670052,553308492.6200,1,0.294400,1,0.000000,4.031306,0.647248,0.111086,7.335977,0
7,2021-08-11,sh.601668,9.1751289000,9.5105637200,9.1751289000,9.2935176600,9.1751289000,360313248,1709347051.9600,1,0.886500,1,1.290300,4.083323,0.655600,0.112520,7.430635,0
8,2021-08-12,sh.601668,9.2540547400,9.2935176600,9.2145918200,9.2540547400,9.2935176600,106599777,499692745.8100,1,0.262300,1,-0.424600,4.065984,0.652816,0.112042,7.399082,0
9,2021-08-13,sh.601668,9.2343232800,9.2540547400,9.0962030600,9.1356659800,9.2540547400,122495137,569288901.1700,1,0.301400,1,-1.279300,4.013967,0.644464,0.110609,7.304424,0
10,2021-08-16,sh.601668,9.1159345200,9.3724435000,9.0962030600,9.2737862000,9.1356659800,164548416,773327836.8700,1,0.404800,1,1.511900,4.074654,0.654208,0.112281,7.414858,0
11,2021-08-17,sh.601668,9.2737862000,9.4316378800,9.0962030600,9.1751289000,9.2737862000,284552784,1339704518.9400,1,0.700100,1,-1.063800,4.031306,0.647248,0.111086,7.335977,0
12,2021-08-18,sh.601668,9.1751289000,9.3921749600,9.1356659800,9.3921749600,9.1751289000,278905056,1315945148.9600,1,0.686200,1,2.365600,4.126670,0.662559,0.113714,7.509516,0
13,2021-08-19,sh.601668,9.4316378800,9.4316378800,9.2343232800,9.2737862000,9.3921749600,191527544,904104304.8400,1,0.471200,1,-1.260500,4.074654,0.654208,0.112281,7.414858,0
14,2021-08-20,sh.601668,9.2935176600,9.3132491200,9.1356659800,9.2145918200,9.2737862000,139725155,651738797.0000,1,0.343800,1,-0.638300,4.048645,0.650032,0.111564,7.367529,0
15,2021-08-23,sh.601668,9.2343232800,9.2540547400,9.1356659800,9.1356659800,9.2145918200,125342935,582708140.3700,1,0.308400,1,-0.856500,4.013967,0.644464,0.110609,7.304424,0
16,2021-08-24,sh.601668,9.1356659800,9.1751289000,9.0567401400,9.0962030600,9.1356659800,135792061,626354477.6200,1,0.334100,1,-0.432000,3.996628,0.641680,0.110131,7.272872,0
17,2021-08-25,sh.601668,9.1159345200,9.1948603600,9.0370086800,9.1553974400,9.0962030600,160803207,742625732.0000,1,0.395600,1,0.650800,4.022637,0.645856,0.110847,7.320201,0
18,2021-08-26,sh.601668,9.1356659800,9.1948603600,9.0962030600,9.1356659800,9.1553974400,145801105,675969296.9900,1,0.358700,1,-0.215500,4.013967,0.644464,0.110609,7.304424,0
19,2021-08-27,sh.601668,9.1356659800,9.3527120400,9.1159345200,9.3329805800,9.1356659800,262408012,1229255881.0200,1,0.645600,1,2.159800,4.100662,0.658383,0.112997,7.462187,0
20,2021-08-30,sh.601668,9.3724435000,9.4119064200,9.2343232800,9.2540547400,9.3329805800,206480580,972829545.6700,1,0.508000,1,-0.845700,3.876796,0.642655,0.107887,11.752437,0
21,2021-08-31,sh.601668,9.2540547400,9.4711008000,9.2540547400,9.4711008000,9.2540547400,307580800,1464380752.4400,1,0.756800,1,2.345400,3.967723,0.657728,0.110417,12.028081,0
0,2021-08-02,sh.601669,6.1668000000,6.6108096000,6.1051320000,6.6108096000,6.0064632000,675644720,3450831804.3700,1,6.062600,1,10.061600,9.411873,0.863261,0.187386,-7.279720,0
1,2021-08-03,sh.601669,6.8821488000,7.2768240000,6.7834800000,7.1041536000,6.6108096000,936220112,5396897021.1100,1,8.400800,1,7.462700,10.114252,0.927684,0.201369,-7.822982,0
2,2021-08-04,sh.601669,7.0178184000,7.1781552000,6.7958136000,7.1411544000,7.1041536000,650085936,3699721362.5700,1,5.833300,1,0.520800,10.166930,0.932515,0.202418,-7.863727,0
3,2021-08-05,sh.601669,7.0054848000,7.0178184000,6.5984760000,6.6971448000,7.1411544000,496836016,2723754957.8500,1,4.458200,1,-6.217600,9.534790,0.874535,0.189833,-7.374791,0
4,2021-08-06,sh.601669,6.6848112000,7.0548192000,6.6354768000,6.8451480000,6.6971448000,460352528,2551946956.3300,1,4.130800,1,2.209900,9.745503,0.893862,0.194028,-7.537769,0
5,2021-08-09,sh.601669,6.9438168000,6.9684840000,6.6108096000,6.6971448000,6.8451480000,300220448,1642904847.1100,1,2.693900,1,-2.162200,9.534790,0.874535,0.189833,-7.374791,0
6,2021-08-10,sh.601669,6.7218120000,6.9684840000,6.4504728000,6.5614752000,6.6971448000,427681776,2311237886.7100,1,3.837600,1,-2.025800,9.341636,0.856819,0.185987,-7.225393,0
7,2021-08-11,sh.601669,6.5491416000,7.2151560000,6.5368080000,6.8451480000,6.5614752000,547242640,3068184126.4500,1,4.910500,1,4.323300,9.745503,0.893862,0.194028,-7.537769,0
8,2021-08-12,sh.601669,6.9684840000,6.9808176000,6.5368080000,6.6108096000,6.8451480000,346239168,1862645713.9600,1,3.106800,1,-3.423400,9.411873,0.863261,0.187386,-7.279720,0
9,2021-08-13,sh.601669,6.5738088000,6.7588128000,6.4381392000,6.5738088000,6.6108096000,264390933,1411786185.1000,1,2.372400,1,-0.559700,9.359195,0.858429,0.186337,-7.238975,0
10,2021-08-16,sh.601669,6.5368080000,6.6601440000,6.5121408000,6.5614752000,6.5738088000,167943355,895566614.9400,1,1.507000,1,-0.187600,9.341636,0.856819,0.185987,-7.225393,0
11,2021-08-17,sh.601669,6.9684840000,7.2151560000,6.8944824000,7.2151560000,6.5614752000,375567264,2175861096.6400,1,3.370000,1,9.962400,10.272287,0.942179,0.204516,-7.945216,0
12,2021-08-18,sh.601669,7.4001600000,7.8935040000,7.3138248000,7.5481632000,7.2151560000,793997856,4868732261.1700,1,7.124600,1,4.615400,10.746393,0.985664,0.213955,-8.311919,0
13,2021-08-19,sh.601669,7.5358296000,7.7331672000,7.1164872000,7.4618280000,7.5481632000,498656768,3003035311.3800,1,4.474500,1,-1.143800,10.623477,0.974390,0.211508,-8.216848,0
14,2021-08-20,sh.601669,7.3014912000,7.4618280000,7.0548192000,7.2644904000,7.4618280000,322746768,1893532187.1600,1,2.896000,1,-2.644600,10.342525,0.948621,0.205914,-7.999543,0
15,2021-08-23,sh.601669,7.3138248000,7.5604968000,7.1411544000,7.5111624000,7.2644904000,360203872,2160497357.0100,1,3.232200,1,3.395600,10.693714,0.980832,0.212906,-8.271174,0
16,2021-08-24,sh.601669,7.5604968000,7.6961664000,7.2398232000,7.3138248000,7.5111624000,283968848,1697734519.1900,1,2.548100,1,-2.627300,10.412763,0.955063,0.207313,-8.053869,0
17,2021-08-25,sh.601669,7.2398232000,7.4494944000,7.1781552000,7.3631592000,7.3138248000,260985843,1548458128.4900,1,2.341900,1,0.674500,10.483001,0.961505,0.208711,-8.108195,0
18,2021-08-26,sh.601669,7.2521568000,7.2768240000,6.9684840000,7.1411544000,7.3631592000,335091040,1931742683.8400,1,3.006800,1,-3.015100,10.269840,0.927481,0.199304,8.270770,0
19,2021-08-27,sh.601669,7.0794864000,7.3754928000,7.0424856000,7.3384920000,7.1411544000,249383876,1466233126.7000,1,2.237800,1,2.763400,10.553635,0.953111,0.204811,8.499323,0
20,2021-08-30,sh.601669,7.3754928000,7.4618280000,7.1288208000,7.2398232000,7.3384920000,250997208,1479079275.7600,1,2.252200,1,-1.344500,10.411737,0.940296,0.202057,8.385047,0
21,2021-08-31,sh.601669,7.2151560000,7.7701680000,7.1164872000,7.6591656000,7.2398232000,379664192,2287190492.9200,1,3.406800,1,5.792200,11.014802,0.994760,0.213761,8.870722,0
0,2021-08-02,sh.601688,17.1971910600,18.0320061600,16.9467465300,17.7815616300,17.2210429200,91083999,1342846316.2200,1,1.245700,1,3.254800,12.036552,1.025265,4.055769,2.471655,0
1,2021-08-03,sh.601688,17.6623023300,18.0797098800,17.5788208200,17.8173394200,17.7815616300,59555327,889634697.9300,1,0.814500,1,0.201200,12.060770,1.027328,4.063930,2.476628,0
2,2021-08-04,sh.601688,17.7100060500,17.8769690700,17.6623023300,17.8054134900,17.8173394200,34381576,512081413.5700,1,0.470200,1,-0.066900,12.052697,1.026640,4.061209,2.474971,0
3,2021-08-05,sh.601688,17.7219319800,17.9485246500,17.6384504700,17.6980801200,17.8054134900,35809013,532963383.5500,1,0.489700,1,-0.602800,11.980042,1.020451,4.036728,2.460051,0
4,2021-08-06,sh.601688,17.7470934400,17.7716060000,17.4284301600,17.5142241200,17.6980683200,51641596,739568754.5600,1,0.706200,1,-1.038800,11.536038,0.982631,3.887119,2.368877,0
5,2021-08-09,sh.601688,17.4406864400,18.0535004400,17.4284301600,17.8941688000,17.5142241200,66552816,970424270.5400,1,0.910200,1,2.169300,11.786295,1.003948,3.971444,2.420266,0
6,2021-08-10,sh.601688,17.8941688000,18.2005758000,17.8083748400,18.1760632400,17.8941688000,52661165,774485625.2900,1,0.720200,1,1.575300,11.971969,1.019764,4.034008,2.458394,0
7,2021-08-11,sh.601688,18.1760632400,18.3476511600,18.1025255600,18.1883195200,18.1760632400,52409720,779729669.8400,1,0.716800,1,0.067400,11.980042,1.020451,4.036728,2.460051,0
8,2021-08-12,sh.601688,18.1025255600,18.2618572000,18.0289878800,18.0780130000,18.1883195200,33235480,491549331.8500,1,0.454500,1,-0.606500,11.907387,1.014263,4.012246,2.445132,0
9,2021-08-13,sh.601688,18.0289878800,18.2005758000,17.9554502000,18.0289878800,18.0780130000,43405540,638757323.8700,1,0.593600,1,-0.271200,11.875095,1.011512,4.001366,2.438501,0
10,2021-08-16,sh.601688,18.1392944000,18.3476511600,18.1025255600,18.2005758000,18.0289878800,61306499,912842937.9700,1,0.838400,1,0.951700,11.988115,1.021139,4.039448,2.461709,0
11,2021-08-17,sh.601688,18.2005758000,18.7766209600,18.1638069600,18.2005758000,18.2005758000,114627467,1730205892.2900,1,1.567600,1,0.000000,11.988115,1.021139,4.039448,2.461709,0
12,2021-08-18,sh.601688,18.2005758000,19.8429173200,18.1638069600,19.7448670800,18.2005758000,302135568,4744324787.1300,1,4.132000,1,8.484800,13.005288,1.107781,4.382189,2.670581,0
13,2021-08-19,sh.601688,19.6958419600,20.6886006400,19.5242540400,19.7693796400,19.7448670800,364774544,5985609767.0400,1,4.988600,1,0.124100,13.021434,1.109156,4.387629,2.673897,0
14,2021-08-20,sh.601688,19.6590731200,20.1983494400,19.4874852000,19.9777364000,19.7693796400,189931358,3081471536.4900,1,2.597500,1,1.053900,13.158671,1.120846,4.433872,2.702078,0
15,2021-08-23,sh.601688,20.1615806000,20.5170127200,19.6590731200,19.7080982400,19.9777364000,163134890,2657658132.3700,1,2.231000,1,-1.349700,12.981070,1.105718,4.374029,2.665608,0
16,2021-08-24,sh.601688,19.6223042800,20.6886006400,19.3771786800,20.3331685200,19.7080982400,238315280,3910962224.0600,1,3.259200,1,3.171600,13.392783,1.140788,4.512757,2.750152,0
17,2021-08-25,sh.601688,20.0757866400,20.4802438800,20.0022489600,20.1248117600,20.3331685200,128254385,2110773033.3000,1,1.754000,1,-1.024700,13.255545,1.129098,4.466514,2.721970,0
18,2021-08-26,sh.601688,20.1248117600,20.1493243200,19.5610228800,19.5610228800,20.1248117600,123483389,1989085495.8200,1,1.688800,1,-2.801500,12.884196,1.097466,4.341387,2.645716,0
19,2021-08-27,sh.601688,19.5732791600,19.8429173200,19.2913847200,19.3526661200,19.5610228800,99534120,1583008057.7400,1,1.361200,1,-1.065200,12.746958,1.085777,4.295144,2.617534,0
20,2021-08-30,sh.601688,19.7203545200,19.7938922000,19.3281535600,19.5487666000,19.3526661200,113274147,1808262465.5700,1,1.549100,1,1.013300,11.878472,1.089932,4.240966,3.366064,0
21,2021-08-31,sh.601688,19.5610228800,20.4067062000,19.2791284400,20.0757866400,19.5487666000,165512381,2686944805.9500,1,2.263500,1,2.695900,12.198706,1.119315,4.355300,3.456811,0
0,2021-08-02,sh.601696,14.9240899500,15.5947231000,14.4336269000,15.3144585000,14.8740427000,34220320,514048746.9600,1,2.357300,1,2.961000,51.876522,2.785134,13.506776,46.859156,0
1,2021-08-03,sh.601696,15.1242789500,15.5446758500,15.0642222500,15.2343829000,15.3144585000,27381908,418122343.6000,1,1.886200,1,-0.522900,51.605272,2.770571,13.436152,46.614141,0
2,2021-08-04,sh.601696,15.3645057500,15.7048270500,15.2744207000,15.4345719000,15.2343829000,25912121,400346240.6600,1,1.785000,1,1.314100,52.283396,2.806978,13.612712,47.226679,0
3,2021-08-05,sh.601696,15.2243734500,15.4045435500,14.9941561000,15.0241844500,15.4345719000,21221291,321450288.8800,1,1.461800,1,-2.658900,50.893241,2.732344,13.250765,45.970976,0
4,2021-08-06,sh.601696,15.2443923500,15.2944396000,14.9541183000,15.0642222500,15.0241844500,15500970,234058876.2200,1,1.067800,1,0.266500,51.028866,2.739625,13.286077,46.093484,0
5,2021-08-09,sh.601696,15.2143640000,15.4545908000,15.1042600500,15.2544018000,15.0642222500,22090447,337628210.1800,1,1.521700,1,1.262500,51.673084,2.774212,13.453808,46.675395,0
6,2021-08-10,sh.601696,15.3244679500,15.8049215500,15.2443923500,15.7648837500,15.2544018000,37095911,576749931.9300,1,2.555400,1,3.346500,53.402302,2.867050,13.904034,48.237367,0
7,2021-08-11,sh.601696,15.7248459500,15.7648837500,15.4145530000,15.4345719000,15.7648837500,25804139,400883344.6200,1,1.777500,1,-2.095200,52.283396,2.806978,13.612712,47.226679,0
8,2021-08-12,sh.601696,15.4045435500,15.7248459500,15.3845246500,15.5046380500,15.4345719000,20298908,315024328.1500,1,1.398300,1,0.454000,52.520740,2.819721,13.674507,47.441068,0
9,2021-08-13,sh.601696,15.7148365000,15.7949121000,15.3645057500,15.4746097000,15.5046380500,19810166,307688329.5300,1,1.364600,1,-0.193700,52.419021,2.814260,13.648023,47.349187,0
10,2021-08-16,sh.601696,15.6747987000,15.6848081500,15.4345719000,15.4746097000,15.4746097000,28780495,447088585.0500,1,1.982600,1,0.000000,52.419021,2.814260,13.648023,47.349187,0
11,2021-08-17,sh.601696,15.4345719000,15.7949121000,15.0141750000,15.0742317000,15.4746097000,41812281,646345951.7500,1,2.880300,1,-2.587300,51.062772,2.741446,13.294905,46.124111,0
12,2021-08-18,sh.601696,15.0141750000,16.2153090000,14.9240899500,15.9951011000,15.0742317000,80958058,1261385189.2800,1,5.576800,1,6.108900,54.182145,2.908918,14.107077,48.941786,0
13,2021-08-19,sh.601696,15.9145184000,16.0555331200,15.3101696000,15.3806769600,15.9950982400,43509849,674724124.9500,1,2.997200,1,-3.841300,51.774803,2.779673,13.480292,46.767276,0
14,2021-08-20,sh.601696,15.2598072000,15.5821265600,15.1288649600,15.3000971200,15.3806769600,25386419,386649106.4600,1,1.748800,1,-0.523900,51.503553,2.765110,13.409669,46.522261,0
15,2021-08-23,sh.601696,15.3303145600,15.5015467200,15.2900246400,15.3504595200,15.3000971200,24062848,367089048.3700,1,1.657600,1,0.329200,51.673084,2.774212,13.453808,46.675395,0
16,2021-08-24,sh.601696,15.4008219200,15.6123440000,15.2698796800,15.5116192000,15.3504595200,29483147,452055386.2200,1,2.031000,1,1.049900,52.215584,2.803338,13.595056,47.165425,0
17,2021-08-25,sh.601696,15.5015467200,15.5720540800,15.3202420800,15.4108944000,15.5116192000,18138747,277448074.4900,1,1.249500,1,-0.649400,51.876522,2.785134,13.506776,46.859156,0
18,2021-08-26,sh.601696,15.3403870400,15.5921990400,15.3101696000,15.4008219200,15.4108944000,25750319,395432497.9800,1,1.773800,1,-0.065400,51.842616,2.783314,13.497948,46.828530,0
19,2021-08-27,sh.601696,15.4008219200,15.4612568000,14.9677052800,14.9677052800,15.4008219200,28603146,429974777.7400,1,1.970300,1,-2.812300,50.384648,2.705039,13.118346,45.511573,0
20,2021-08-30,sh.601696,15.0079952000,15.1389374400,14.7662556800,14.8871254400,14.9677052800,20862035,308845863.2600,1,1.437100,1,-0.538400,44.235968,2.675280,12.851743,11.850219,0
21,2021-08-31,sh.601696,14.8569080000,15.0785025600,14.5446611200,15.0079952000,14.8871254400,24505809,360317566.6000,1,1.688100,1,0.811900,44.595123,2.697001,12.956088,11.946431,0
0,2021-08-02,sh.601698,13.5314955000,14.0226386700,13.5014255100,13.9324287000,13.5916354800,8177928,112990482.8500,1,2.006200,1,2.507400,109.900677,4.754847,20.703172,62.584942,0
1,2021-08-03,sh.601698,13.8823120500,14.5739218200,13.8021254100,14.1028253100,13.9324287000,12015145,170569684.6500,1,2.947500,1,1.223000,111.244786,4.813000,20.956377,63.350369,0
2,2021-08-04,sh.601698,14.1028253100,14.2832452500,14.0126153400,14.1429186300,14.1028253100,7383836,104048952.5900,1,1.811400,1,0.284300,111.561047,4.826683,21.015954,63.530470,0
3,2021-08-05,sh.601698,14.1328953000,14.6641317900,14.0827786500,14.3834785500,14.1429186300,12980923,186611419.5400,1,3.184400,1,1.700900,113.458613,4.908781,21.373419,64.611073,0
4,2021-08-06,sh.601698,14.2932685800,14.3935018800,13.9825453500,14.1830119500,14.3834785500,10540222,148613285.4600,1,2.585700,1,-1.393700,111.877308,4.840366,21.075531,63.710570,0
5,2021-08-09,sh.601698,14.2331286000,14.3734552200,14.1629652900,14.2030586100,14.1830119500,7280328,103347820.0400,1,1.786000,1,0.141300,112.035438,4.847207,21.105320,63.800620,0
6,2021-08-10,sh.601698,14.2030586100,14.6942017800,14.2030586100,14.4636651900,14.2030586100,13052615,188267709.9800,1,3.202000,1,1.834900,114.091134,4.936147,21.492574,64.971274,0
7,2021-08-11,sh.601698,14.4937351800,14.5739218200,14.3333619000,14.3935018800,14.4636651900,7645774,110077013.5500,1,1.875600,1,-0.485100,113.537678,4.912202,21.388313,64.656098,0
